"","taxon","lfc_(Intercept)","lfc_Timepointday3","lfc_Timepointday5","lfc_Timepointday7","lfc_TreatmentIntact","lfc_Timepointday3:TreatmentIntact","lfc_Timepointday5:TreatmentIntact","lfc_Timepointday7:TreatmentIntact","se_(Intercept)","se_Timepointday3","se_Timepointday5","se_Timepointday7","se_TreatmentIntact","se_Timepointday3:TreatmentIntact","se_Timepointday5:TreatmentIntact","se_Timepointday7:TreatmentIntact","W_(Intercept)","W_Timepointday3","W_Timepointday5","W_Timepointday7","W_TreatmentIntact","W_Timepointday3:TreatmentIntact","W_Timepointday5:TreatmentIntact","W_Timepointday7:TreatmentIntact","p_(Intercept)","p_Timepointday3","p_Timepointday5","p_Timepointday7","p_TreatmentIntact","p_Timepointday3:TreatmentIntact","p_Timepointday5:TreatmentIntact","p_Timepointday7:TreatmentIntact","q_(Intercept)","q_Timepointday3","q_Timepointday5","q_Timepointday7","q_TreatmentIntact","q_Timepointday3:TreatmentIntact","q_Timepointday5:TreatmentIntact","q_Timepointday7:TreatmentIntact","diff_(Intercept)","diff_Timepointday3","diff_Timepointday5","diff_Timepointday7","diff_TreatmentIntact","diff_Timepointday3:TreatmentIntact","diff_Timepointday5:TreatmentIntact","diff_Timepointday7:TreatmentIntact","Kingdom","Phylum","Class","Order","Family","Genus","Species","Experiment","Compartment","Variety"
"620","Zotu9947",0.394244365496788,-0.43788004217182,-0.448721159734387,-0.466315184178529,-0.4707938179962,0.472449264147275,0.664009182538163,0.459931324071216,0.0980292991433698,0.138616758933417,0.138621912480889,0.138626042259614,0.138622758958184,0.196031070462572,0.196032113143148,0.196031409621612,4.02169931787636,-3.15892569946863,-3.23701463717902,-3.3638353701625,-3.39622311324951,2.41007337781936,3.38724697648535,2.34621240014033,5.77797857514387e-05,0.00158351855833099,0.00120787216179623,0.000768673809461129,0.000683226433483076,0.0159493123795461,0.000705978033350552,0.0189652963695454,0.00579477254628139,0.123374725324083,0.0551664371827282,0.0450908775150257,0.0487112978358072,0.533652351473724,0.0566707821316852,0.355551779379027,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5",NA,"Exp1","Root","NIP"
"621","Zotu1005",-0.33530850179334,-0.159691335519409,0.818922225625415,0.481729697115254,1.17637526617219,-1.29229737482668,-1.381671820083,-1.58201977543771,0.304617267322277,0.430793048010531,0.430794886826266,0.430794033435019,0.430794812285087,0.609232861776805,0.60923328502668,0.609234107299696,-1.10075342983953,-0.370691533340402,1.90095623385538,1.11823669718471,2.73070898865351,-2.1211879002353,-2.26788629912513,-2.5967354034883,0.271003985256398,0.710867297185861,0.0573077454512186,0.263465915017237,0.00631982492732481,0.0339059930980767,0.0233361376250324,0.00941143916450069,0.918837002983497,0.997181270197069,0.470366233480302,0.81776006498004,0.157781112154256,0.665701465662,0.678736245002722,0.24885141661273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","MSBL9","MSBL9",NA,"Exp1","Rhizosphere","MH63"
"622","Zotu1006",0.312016363455037,-0.352964167270392,-1.18877831839164,-0.819088154355413,-0.125735077547288,0.0841941526641946,1.69533098843326,0.997910795923444,0.318421092969388,0.450314610857678,0.450316437595135,0.450315589809397,0.45031636354358,0.636840524059273,0.636840944529028,0.636841761400936,0.979885975974065,-0.783816822194885,-2.63987325166317,-1.8189202703422,-0.279214986899138,0.132206022518062,2.66209483387887,1.56696821158245,0.327142406223597,0.4331476015884,0.00829370389212863,0.0689235948270514,0.780079842952004,0.894821337656864,0.00776559962972899,0.117122122099106,0.924387192110021,0.997181270197069,0.184428829340777,0.574583621391687,0.989136236533989,0.990472429763084,0.511001563614812,0.655689631351528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24",NA,"Exp1","Rhizosphere","MH63"
"623","Zotu1012",-0.967042384344462,1.41035220502212,1.44340591548937,1.08756098281444,1.36188026959124,-1.44556579152616,-1.88947407189138,-2.20981509240647,0.311842320412378,0.441010818957513,0.441012651340964,0.441011800934929,0.441012577060534,0.623682973808795,0.623683395578118,0.623684214974775,-3.10106204656781,3.19799910658879,3.27293539335093,2.46605868711189,3.08807580651903,-2.31778940941449,-3.02954044518044,-3.54316341402972,0.00192827881011449,0.00138384709107503,0.0010643680337049,0.013660894985559,0.0020145707422703,0.0204607689618663,0.0024492610698998,0.000395357634073679,0.0889865713993159,0.14228328908451,0.055920259001573,0.265133758856935,0.0909599562786292,0.604842562204463,0.304153692862103,0.047853287303956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Exp1","Rhizosphere","MH63"
"624","Zotu1012",-0.967042384344462,1.41035220502212,1.44340591548937,1.08756098281444,1.36188026959124,-1.44556579152616,-1.88947407189138,-2.20981509240647,0.311842320412378,0.441010818957513,0.441012651340964,0.441011800934929,0.441012577060534,0.623682973808795,0.623683395578118,0.623684214974775,-3.10106204656781,3.19799910658879,3.27293539335093,2.46605868711189,3.08807580651903,-2.31778940941449,-3.02954044518044,-3.54316341402972,0.00192827881011449,0.00138384709107503,0.0010643680337049,0.013660894985559,0.0020145707422703,0.0204607689618663,0.0024492610698998,0.000395357634073679,0.0889865713993159,0.14228328908451,0.055920259001573,0.265133758856935,0.0909599562786292,0.604842562204463,0.304153692862103,0.047853287303956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Exp1","Rhizosphere","MH63"
"625","Zotu10124",-0.00329405910104525,0.00384963663007938,-0.23471135808182,-0.231225290268293,-0.241276613575698,0.379401188936834,1.33516707258163,0.250029943469912,0.186071097937443,0.263143378086761,0.263145372032644,0.263144446645848,0.263145291202874,0.372140381876813,0.372140840833908,0.372141732477416,-0.0177032281614886,0.0146294262012937,-0.891945605080614,-0.878701007053694,-0.916895044835454,1.01951093569422,3.58780044025732,0.671867521563402,0.985875605351738,0.988327823048836,0.3724220887138,0.379563412491233,0.35919764080067,0.307960464145333,0.000333479366643401,0.50166803841149,0.992496810086435,0.997181270197069,0.833786001470704,0.877494100161975,0.795425623283007,0.896140583736362,0.108566888887806,0.88390451138579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA,"Exp1","Rhizosphere","MH63"
"626","Zotu10127",-0.804369038221235,0.928045877376675,1.38263206322472,1.05917504670101,0.587025603020303,-0.815105123881872,-0.382211212875028,-1.40657448972209,0.256797772672312,0.363166047868744,0.363167936437972,0.363167059956221,0.363167859879907,0.513593827213476,0.513594261915382,0.513595106436943,-3.13230535393954,2.5554312767478,3.80714243880082,2.91649536394817,1.61640295816492,-1.58706176105009,-0.744189024716946,-2.73868358964745,0.00173439388014951,0.0106056301469915,0.000140581783251098,0.00353987983839392,0.106007219212925,0.112498657349183,0.456762126912999,0.00616857088673016,0.0829677088693278,0.390693678302204,0.0147719012246923,0.123534054798258,0.538884120209457,0.829771618521371,0.93085657854574,0.203052250706737,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","uncultured_bacterium","Exp1","Rhizosphere","MH63"
"627","Zotu1014",-0.0966425007795264,-0.564399727449395,0.436056054865584,0.331067989200901,-0.250049049681488,1.14357944131701,0.245520065459069,0.0277533193890538,0.195556097537187,0.276557200734355,0.276559177751884,0.276558260221489,0.276559097608347,0.39111039647697,0.391110851537555,0.391111735611095,-0.49419323660388,-2.04080648036181,1.57671879996979,1.19710034672534,-0.904143280202625,2.9239300504873,0.627750583993944,0.0709600783154472,0.621169715835537,0.0412700661956923,0.114860242608644,0.231267444853172,0.365919431425104,0.00345642408813715,0.530167342599113,0.943429528248893,0.924387192110021,0.682741129694135,0.59785929508809,0.775231861771692,0.803057517394271,0.339680816624949,0.94756264110892,0.985258183358936,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS","uncultured_bacterium","Exp1","Rhizosphere","MH63"
"628","Zotu10163",0.880841066714332,-1.26503785996003,-0.810451674111981,-1.0380146664851,-1.04806598979251,1.64828868552694,0.581246039757029,1.19197435572278,0.27922249396335,0.394879404045252,0.394881267596278,0.394880402725426,0.394881192052389,0.558443292555947,0.558443721499276,0.558444554833306,3.15462072632998,-3.20360557426049,-2.05239331570567,-2.62868113818976,-2.65412992790363,2.95157755048478,1.04083190011795,2.13445425406391,0.00160706873185383,0.0013571826976458,0.0401314536203587,0.00857166914934377,0.00795132041349479,0.00316155144659808,0.297953572040491,0.0328056145116922,0.0785999313091811,0.14228328908451,0.397243229314565,0.199421655489112,0.173733969989632,0.328595162308379,0.898181606510458,0.423876008823792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA,"Exp1","Rhizosphere","MH63"
"629","Zotu10194",-0.494273311997674,0.234898696816729,0.458435822478127,1.65642820311036,0.355976542833655,-0.21785196747252,-0.129649312309189,-1.77277858594479,0.317195669686874,0.448581600167939,0.448583427942307,0.44858257967534,0.448583353848719,0.634389676550913,0.634390097259339,0.634390914594929,-1.55825996138474,0.523647641206836,1.02196334933953,3.69258254368502,0.793557183474323,-0.343404023623067,-0.204368436501916,-2.79445771551875,0.119171636087426,0.600523639032525,0.306798247361772,0.000221988254800438,0.427453266888547,0.73129453296101,0.83806559366215,0.00519868389779778,0.724884977269699,0.997181270197069,0.784119372001127,0.0208103107098215,0.840663952691957,0.990472429763084,0.996072086892749,0.187862353750111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA,"Exp1","Rhizosphere","MH63"
"630","Zotu1024",-0.623216759305652,0.832151853226082,0.856409978635606,0.625462862441144,1.42893515112306,-1.88806373217127,-1.40697607822739,-2.01405085381685,0.244622800618662,0.345948030540186,0.345949934147598,0.345949050686658,0.345949856979922,0.48924386942513,0.489244307588461,0.489245158834734,-2.54766423133701,2.40542445617252,2.47553155558695,1.80796236093058,4.13046897488958,-3.85914643016331,-2.87581491783223,-4.1166495313185,0.0108446794077834,0.0161536913791735,0.0133038004651715,0.0706123588447602,3.62023952002128e-05,0.000113783748348412,0.00402985930252881,3.84419953998584e-05,0.249871866258373,0.462459871160651,0.237148456549494,0.583771720247606,0.00984331128285788,0.0453333417378133,0.397516005095438,0.0117275818394282,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Exp1","Rhizosphere","MH63"
"631","Zotu1024",-0.623216759305652,0.832151853226082,0.856409978635606,0.625462862441144,1.42893515112306,-1.88806373217127,-1.40697607822739,-2.01405085381685,0.244622800618662,0.345948030540186,0.345949934147598,0.345949050686658,0.345949856979922,0.48924386942513,0.489244307588461,0.489245158834734,-2.54766423133701,2.40542445617252,2.47553155558695,1.80796236093058,4.13046897488958,-3.85914643016331,-2.87581491783223,-4.1166495313185,0.0108446794077834,0.0161536913791735,0.0133038004651715,0.0706123588447602,3.62023952002128e-05,0.000113783748348412,0.00402985930252881,3.84419953998584e-05,0.249871866258373,0.462459871160651,0.237148456549494,0.583771720247606,0.00984331128285788,0.0453333417378133,0.397516005095438,0.0117275818394282,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Exp1","Rhizosphere","MH63"
"632","Zotu1024",-0.623216759305652,0.832151853226082,0.856409978635606,0.625462862441144,1.42893515112306,-1.88806373217127,-1.40697607822739,-2.01405085381685,0.244622800618662,0.345948030540186,0.345949934147598,0.345949050686658,0.345949856979922,0.48924386942513,0.489244307588461,0.489245158834734,-2.54766423133701,2.40542445617252,2.47553155558695,1.80796236093058,4.13046897488958,-3.85914643016331,-2.87581491783223,-4.1166495313185,0.0108446794077834,0.0161536913791735,0.0133038004651715,0.0706123588447602,3.62023952002128e-05,0.000113783748348412,0.00402985930252881,3.84419953998584e-05,0.249871866258373,0.462459871160651,0.237148456549494,0.583771720247606,0.00984331128285788,0.0453333417378133,0.397516005095438,0.0117275818394282,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Exp1","Rhizosphere","MH63"
"633","Zotu10263",-0.00768408058678929,-0.227199423556567,-0.00366229789516973,-0.231225290268292,1.25865994320106,-1.25569040387598,-1.49443083304989,-1.24990661330685,0.194957088362713,0.275710073370109,0.275712051428477,0.275711133415031,0.275711971242746,0.389912377181113,0.389912832481275,0.389913717020254,-0.0394142149501804,-0.824051949859584,-0.01328305337469,-0.838650537627098,4.56512619864769,-3.2204425336637,-3.83273057093256,-3.20559795346189,0.968560146824728,0.409910040610245,0.989401968444841,0.401665442138126,4.99193947561782e-06,0.00127992850818042,0.000126728726713904,0.00134782163578965,0.98253470442797,0.997181270197069,0.996689085239521,0.892174837869097,0.00232335419992953,0.222521389004021,0.0526860906451455,0.0983806906978674,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,NA,NA,"Exp1","Rhizosphere","MH63"
"634","Zotu10263",-0.00768408058678929,-0.227199423556567,-0.00366229789516973,-0.231225290268292,1.25865994320106,-1.25569040387598,-1.49443083304989,-1.24990661330685,0.194957088362713,0.275710073370109,0.275712051428477,0.275711133415031,0.275711971242746,0.389912377181113,0.389912832481275,0.389913717020254,-0.0394142149501804,-0.824051949859584,-0.01328305337469,-0.838650537627098,4.56512619864769,-3.2204425336637,-3.83273057093256,-3.20559795346189,0.968560146824728,0.409910040610245,0.989401968444841,0.401665442138126,4.99193947561782e-06,0.00127992850818042,0.000126728726713904,0.00134782163578965,0.98253470442797,0.997181270197069,0.996689085239521,0.892174837869097,0.00232335419992953,0.222521389004021,0.0526860906451455,0.0983806906978674,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,NA,NA,"Exp1","Rhizosphere","MH63"
"635","Zotu10263",-0.00768408058678929,-0.227199423556567,-0.00366229789516973,-0.231225290268292,1.25865994320106,-1.25569040387598,-1.49443083304989,-1.24990661330685,0.194957088362713,0.275710073370109,0.275712051428477,0.275711133415031,0.275711971242746,0.389912377181113,0.389912832481275,0.389913717020254,-0.0394142149501804,-0.824051949859584,-0.01328305337469,-0.838650537627098,4.56512619864769,-3.2204425336637,-3.83273057093256,-3.20559795346189,0.968560146824728,0.409910040610245,0.989401968444841,0.401665442138126,4.99193947561782e-06,0.00127992850818042,0.000126728726713904,0.00134782163578965,0.98253470442797,0.997181270197069,0.996689085239521,0.892174837869097,0.00232335419992953,0.222521389004021,0.0526860906451455,0.0983806906978674,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,NA,NA,"Exp1","Rhizosphere","MH63"
"636","Zotu10277",0.322042151579503,-0.362354459592624,-0.600915454304523,-0.597429386490997,-0.607480709798401,0.610450249123482,1.56621613276827,0.847283099879264,0.199247421433608,0.281777523884557,0.281779494571113,0.281778579978905,0.281779414684217,0.398493050029451,0.398493503632795,0.398494384875271,1.61629269409046,-1.28595941435371,-2.13257339828491,-2.12020866361,-2.15587327583596,1.53189685260098,3.93034295036216,2.12621088787603,0.10603104567146,0.198457226354373,0.0329597374680126,0.033988452122802,0.0310935617437325,0.12554789032802,8.48247846867234e-05,0.0334857039330848,0.682339191816638,0.930566655253734,0.369112256617148,0.419351715094494,0.341527147344839,0.847587805616309,0.0450608106208027,0.428061899743525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Smithellaceae","Smithella",NA,"Exp1","Rhizosphere","MH63"
"637","Zotu10336",-0.0970165832041806,0.234898696816729,-0.00366229789517027,-0.000176230081644389,0.587025603020303,-0.815105123881871,-0.591747432682486,-0.578272273126089,0.154878307189659,0.219030082547139,0.219032138658692,0.219031184421011,0.219032055308891,0.309754743825588,0.309755217091792,0.309756136534384,-0.626405240117825,1.07244947399486,-0.0167203676939714,-0.000804589000010376,2.68008991739793,-2.63145323882699,-1.91037115771041,-1.86686300906229,0.531049173378097,0.283518196499456,0.986659698361831,0.999358030928365,0.00736023862476326,0.00850205662500621,0.0560854417225654,0.0619207207025399,0.924387192110021,0.97047031792608,0.996689085239521,0.999842893761513,0.165207985281658,0.482089317889668,0.83664429602367,0.53278354735944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04",NA,"Exp1","Rhizosphere","MH63"
"638","Zotu10366",0.0387946343722135,-0.362354459592623,0.0922317262554228,-0.366380326304348,-0.376431649611752,0.84149930931013,1.29065660837345,0.385184979505966,0.211280706648246,0.298795167835044,0.298797118854341,0.298796213389656,0.298797039764705,0.422559638351119,0.422560087427527,0.422560959875266,0.183616549696615,-1.21271860658961,0.308676759029877,-1.2261879832679,-1.25982389219178,1.99143323908967,3.0543741512142,0.911548903191784,0.854314279087485,0.225237423513286,0.757567424658233,0.220127942303961,0.207732898831709,0.0464332780205799,0.00225530615431193,0.362006231018347,0.950268029358698,0.930566655253734,0.996689085239521,0.755095239486653,0.664497880350395,0.731457997418097,0.295414211610009,0.819872946707113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_8","uncultured_bacterium","Exp1","Rhizosphere","MH63"
"639","Zotu10409",-0.773387275061914,0.941653208883427,1.38263206322472,0.452531597969421,1.39844657534338,-1.60501325582576,-2.38813849801681,-0.918204832753642,0.36695915169775,0.518957808045877,0.518959598481042,0.518958767543143,0.518959525901096,0.73391667454209,0.733917086655963,0.733917887294393,-2.10755685335495,1.81450822067636,2.66423834778582,0.871999138027474,2.69471221848215,-2.18691482493864,-3.25396225464403,-1.25110022340323,0.0350693390468004,0.0695995182740927,0.00771628684155435,0.383208847789639,0.00704494481240931,0.0287487424789501,0.00113807400193841,0.210897914060378,0.446518907830096,0.773849527601017,0.175674130426054,0.881980830446954,0.165207985281658,0.639784397154739,0.211574795788795,0.762360307959948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_prokaryote","Exp1","Rhizosphere","MH63"
"640","Zotu105",-1.66238973010505,1.71578244898017,2.87577237449326,0.767352134249706,1.81665208772495,-1.55332346404432,-0.948173864856232,-2.13484184216798,0.378301431759703,0.534998217613848,0.535000000727168,0.534999173187327,0.534999928444032,0.756601241327056,0.756601651755626,0.75660244911991,-4.39435220314207,3.2070806826848,5.37527545903652,1.43430527131118,3.39561183308643,-2.05302790849224,-1.25320089198336,-2.82161635169336,1.11103561528436e-05,0.00134089382871097,7.64656901387243e-08,0.151485166699736,0.000684753939658955,0.0400698708712142,0.210132605433164,0.00477823009800222,0.00230156463824959,0.14228328908451,5.6243456085114e-05,0.698409432971494,0.052226600896228,0.711125277164961,0.88620751652874,0.181030297561978,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Exp1","Rhizosphere","MH63"
"641","Zotu10514",-0.234584037318767,0.50106792888932,0.426047906326911,0.423527805639544,0.709600529728742,-1.84036345095771,-0.282933064903095,-1.49075533177842,0.350051411667526,0.495046647564172,0.495048449669781,0.495047613315646,0.495048376616743,0.70010118386443,0.700101598664548,0.700102404521708,-0.670141669194502,1.012163058481,0.860618605332678,0.855529436457459,1.43339633709798,-2.6287106683626,-0.404131436698321,-2.12933896834259,0.502767484009516,0.311460095983357,0.389448135379853,0.392258115423804,0.151744604592102,0.00857092491541974,0.686116068862864,0.0332262259542326,0.924387192110021,0.981590672066816,0.840157557794626,0.892174837869097,0.596436777072345,0.482089317889668,0.996072086892749,0.427028457761253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA,NA,"Exp1","Rhizosphere","MH63"
"642","Zotu1061",-0.498638732522013,0.395249851960836,0.818660685138608,0.54937664511415,0.645010038728116,-0.249648962345965,-0.590469734514111,-1.22842070786632,0.233364407353523,0.330026251413669,0.330028169951214,0.330027279561232,0.330028092178307,0.466727069312101,0.466727510911987,0.466728368834658,-2.13673858056094,1.19763155284703,2.48057820415641,1.66464010443179,1.95440950032712,-0.534892828723042,-1.26512734027684,-2.6319820904255,0.0326192601739675,0.231060486792775,0.0131169486704186,0.0959845791751046,0.0506528080666141,0.592723967478253,0.205825683582192,0.00848883375847774,0.433801497374146,0.933812499878495,0.237148456549494,0.631997366333969,0.418981099249969,0.977008546289787,0.88620751652874,0.234665572708204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Exp1","Rhizosphere","MH63"
"643","Zotu1069",-0.424253631376817,0.099743660780675,0.0922317262554242,0.767352134249705,1.42144419917237,-1.41847465984729,-0.427588604316555,-2.31537426964556,0.433471292288913,0.613020196376461,0.613021948719577,0.61302113546015,0.613021877683794,0.866940990378716,0.866941393724761,0.866942177329389,-0.97873524481074,0.162708604659775,0.150454198985973,1.25175477624228,2.31874954372439,-1.63618363370688,-0.493215120896981,-2.67073667678513,0.327710812718503,0.8707478717404,0.880406283254356,0.21065923362236,0.0204086204673232,0.101801160659489,0.621860594823104,0.00756849941425113,0.924387192110021,0.997181270197069,0.996689085239521,0.755095239486653,0.273698778272854,0.817785291705918,0.981064347087696,0.22020432368609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","metagenome","Exp1","Rhizosphere","MH63"
"644","Zotu10713",-0.135195363698938,0.0038496366300817,0.458435822478128,-0.231225290268292,1.123504907165,-1.35158442802657,-1.35927579701383,-1.11475157727079,0.217580239557083,0.307704057062611,0.307705998357224,0.307705097405741,0.307705919661803,0.435158713015873,0.435159159853891,0.435160027952981,-0.621358648993805,0.0125108413156164,1.48985013267735,-0.751450958134105,3.65122942190985,-3.10595740726274,-3.12362905900964,-2.5617049031701,0.534363672935814,0.990018053269925,0.136263645976512,0.452381304758193,0.000260987967482984,0.00189664032722949,0.00178635504668427,0.0104159778745133,0.924387192110021,0.997181270197069,0.621934598008308,0.92714902609622,0.0297091302984797,0.270681713566692,0.258013109579512,0.256034911146778,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",NA,"Exp1","Rhizosphere","MH63"
"645","Zotu10713",-0.135195363698938,0.0038496366300817,0.458435822478128,-0.231225290268292,1.123504907165,-1.35158442802657,-1.35927579701383,-1.11475157727079,0.217580239557083,0.307704057062611,0.307705998357224,0.307705097405741,0.307705919661803,0.435158713015873,0.435159159853891,0.435160027952981,-0.621358648993805,0.0125108413156164,1.48985013267735,-0.751450958134105,3.65122942190985,-3.10595740726274,-3.12362905900964,-2.5617049031701,0.534363672935814,0.990018053269925,0.136263645976512,0.452381304758193,0.000260987967482984,0.00189664032722949,0.00178635504668427,0.0104159778745133,0.924387192110021,0.997181270197069,0.621934598008308,0.92714902609622,0.0297091302984797,0.270681713566692,0.258013109579512,0.256034911146778,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",NA,"Exp1","Rhizosphere","MH63"
"646","Zotu10728",-0.342270917847938,-0.227199423556567,-0.00366229789516953,0.767352134249705,1.18427875942966,-0.719211099731278,-0.591747432682486,-1.71200473368014,0.265261463099579,0.37513551805672,0.375137396796803,0.375136524876739,0.375137320637187,0.530521217010109,0.530521649449587,0.530522489575792,-1.2903152755342,-0.605646260139555,-0.00976255080522737,2.04552765023837,3.15692066419333,-1.3556688718023,-1.11540675728582,-3.22701632318937,0.196941215275982,0.544749676636782,0.992210735167746,0.0408028660841173,0.00159444720714077,0.175204547827901,0.26467615517687,0.00125088324004638,0.829985261133468,0.997181270197069,0.996689085239521,0.454728444634417,0.079802041729992,0.893287962828041,0.88620751652874,0.0941806735537283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfonema","uncultured_bacterium","Exp1","Rhizosphere","MH63"
"647","Zotu1073",-0.906991067654884,1.78945508491156,1.36166078808787,2.22709140611088,1.21530890045166,-2.60071057216335,-2.19561053080286,-3.51643526138483,0.585873987662237,0.828550180768406,0.828551875779803,0.828551089127968,0.828551807068117,1.17174643328295,1.17174682343269,1.17174758140005,-1.54809922740208,2.15974255566754,1.64342249156858,2.68793492077217,1.4667868563972,-2.21951652532604,-1.87379260339764,-3.00101772532209,0.12159840808593,0.0307926048314002,0.100295549754325,0.00718954072627614,0.142434046277257,0.0264516042309045,0.0609590162830373,0.00269078901316256,0.7326014081991,0.61727230062442,0.583704228089382,0.17856204785624,0.581798340787063,0.62624165952822,0.843988280080667,0.136858109275853,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Exp1","Rhizosphere","MH63"
"648","Zotu1078",-0.240554633524132,0.303003206086283,0.307613819617991,0.324707218938269,0.52832860067253,-0.79566913341956,-0.285054811221594,-0.929836624703848,0.161041543394226,0.22774622058705,0.227748263710918,0.227747315500776,0.227748180887603,0.322081228050371,0.322081698327104,0.322082611961891,-1.49374272286536,1.33044230242437,1.35067470814375,1.42573456123641,2.31979284582417,-2.47039896809858,-0.885038835494759,-2.88695070820485,0.135242877324165,0.183372584609504,0.176799657552626,0.153944976303785,0.020352086284179,0.0134962436302839,0.376135686075428,0.00388995166429262,0.764434293147756,0.930566655253734,0.685332812541727,0.703847180721276,0.273323945293988,0.528897875380223,0.90432848948318,0.164311086265593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","uncultured_bacterium","Exp1","Rhizosphere","MH63"
