"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"145",145,"Zotu1440","Zotu1440",NA,13,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium","Zotu1440",0.000135,"13"
"146",146,"Zotu1675","Zotu1675",NA,21,"other","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Desulfuromonadales","Zotu1675",0.000127,"21"
"147",147,"Zotu1677","Zotu1677",NA,1,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu1677",0.000139,"1"
"148",148,"Zotu1678","Zotu1678",NA,0,"diff","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_13","Subgroup_13","Subgroup_13","uncultured_bacterium","Zotu1678",0.000112,"0"
"149",149,"Zotu16799","Zotu16799",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_beta","Zotu16799",0.000164,"13"
"150",150,"Zotu1683","Zotu1683",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20",NA,"Zotu1683",0.000185,"0"
"151",151,"Zotu1689","Zotu1689",NA,21,"diff","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)",NA,"Zotu1689",0.000149,"21"
"152",152,"Zotu1691","Zotu1691",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomicrobium","uncultured_bacterium","Zotu1691",0.000128,"2"
"153",153,"Zotu1696","Zotu1696",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured",NA,"Zotu1696",0.000127,"8"
"154",154,"Zotu1707","Zotu1707",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","uncultured_bacterium","Zotu1707",0.000113,"1"
"155",155,"Zotu1712","Zotu1712",NA,5,"other","Bacteria","Myxococcota","Polyangia","UASB-TL25","UASB-TL25","UASB-TL25","uncultured_bacterium","Zotu1712",0.000138,"other"
"156",156,"Zotu173","Zotu173",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu173",0.000996,"1"
"157",157,"Zotu174","Zotu174",NA,8,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu174",0.00062,"8"
"158",158,"Zotu1756","Zotu1756",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Zotu1756",0.000201,"1"
"159",159,"Zotu1764","Zotu1764",NA,8,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,"Zotu1764",0.000183,"8"
"160",160,"Zotu177","Zotu177",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","uncultured_Clostridium","Zotu177",0.000905,"6"
"161",161,"Zotu1770","Zotu1770",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_12","Clostridium_magnum","Zotu1770",0.00034,"6"
"162",162,"Zotu17720","Zotu17720",NA,8,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia",NA,"Zotu17720",0.000511,"8"
"163",163,"Zotu1788","Zotu1788",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu1788",0.000182,"8"
"164",164,"Zotu1792","Zotu1792",NA,13,"other","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41","uncultured_Coriobacteriia","Zotu1792",0.000101,"13"
"165",165,"Zotu181","Zotu181",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA,"Zotu181",0.000766,"1"
"166",166,"Zotu1816","Zotu1816",NA,14,"diff","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Zotu1816",0.000139,"14"
"167",167,"Zotu1020","Zotu1020",NA,14,"diff","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter","uncultured_prokaryote","Zotu1020",0.000216,"14"
"168",168,"Zotu1772","Zotu1772",NA,14,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26",NA,"Zotu1772",0.000123,"14"
"169",169,"Zotu182","Zotu182",NA,1,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu182",0.001986,"1"
"170",170,"Zotu1824","Zotu1824",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu1824",0.000168,"6"
"171",171,"Zotu1830","Zotu1830",NA,0,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Desulfuromonadaceae","Desulfuromonas","uncultured_bacterium","Zotu1830",0.000117,"0"
"172",172,"Zotu1832","Zotu1832",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1832",0.000112,"1"
"173",173,"Zotu1856","Zotu1856",NA,21,"other","Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","metagenome","Zotu1856",0.000112,"21"
"174",174,"Zotu187","Zotu187",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2",NA,"Zotu187",0.000574,"1"
"175",175,"Zotu1871","Zotu1871",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu1871",0.000118,"6"
"176",176,"Zotu1874","Zotu1874",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA,NA,"Zotu1874",0.000274,"other"
"177",177,"Zotu1387","Zotu1387",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12",NA,"Zotu1387",0.000177,"other"
"178",178,"Zotu1888","Zotu1888",NA,5,"other","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","uncultured_Verrucomicrobia","Zotu1888",0.000102,"other"
"179",179,"Zotu19","Zotu19",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu19",0.004334,"1"
"180",180,"Zotu1029","Zotu1029",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu1029",0.000136,"1"
"181",181,"Zotu1908","Zotu1908",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_oryzae","Zotu1908",1e-04,"other"
"182",182,"Zotu1912","Zotu1912",NA,7,"other","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_bacterium","Zotu1912",0.000211,"7"
"183",183,"Zotu1504","Zotu1504",NA,7,"diff","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu1504",0.000157,"7"
"184",184,"Zotu193","Zotu193",NA,1,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus",NA,"Zotu193",0.000216,"1"
"185",185,"Zotu1933","Zotu1933",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes_bacterium","Zotu1933",0.000104,"21"
"186",186,"Zotu1206","Zotu1206",NA,21,"other","Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured_bacterium","Zotu1206",0.000173,"21"
"187",187,"Zotu1247","Zotu1247",NA,21,"other","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA,"Zotu1247",0.000169,"21"
"188",188,"Zotu1934","Zotu1934",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloterricola","Methyloterricola_oryzae","Zotu1934",0.000108,"1"
"189",189,"Zotu1628","Zotu1628",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA,"Zotu1628",0.000244,"1"
"190",190,"Zotu196","Zotu196",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,"Zotu196",0.001129,"0"
"191",191,"Zotu1966","Zotu1966",NA,8,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfonema","uncultured_bacterium","Zotu1966",0.000151,"8"
"192",192,"Zotu1901","Zotu1901",NA,8,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfonema","uncultured_bacterium","Zotu1901",0.000185,"8"
"193",193,"Zotu1992","Zotu1992",NA,9,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales",NA,NA,NA,"Zotu1992",0.000218,"other"
"194",194,"Zotu1801","Zotu1801",NA,9,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA,"Zotu1801",0.000122,"other"
"195",195,"Zotu2","Zotu2",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu2",0.009459,"1"
"196",196,"Zotu10","Zotu10",NA,11,"other","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured_bacterium","Zotu10",0.002476,"11"
"197",197,"Zotu200","Zotu200",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu200",0.000777,"8"
"198",198,"Zotu2014","Zotu2014",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu2014",0.000109,"0"
"199",199,"Zotu203","Zotu203",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_soil","Zotu203",0.001066,"0"
"200",200,"Zotu2037","Zotu2037",NA,1,"other","Bacteria","Patescibacteria","WWE3","WWE3","WWE3","WWE3","uncultured_anaerobic","Zotu2037",0.000101,"1"
"201",201,"Zotu2051","Zotu2051",NA,8,"other","Bacteria","Myxococcota","Polyangia","PS-B29","PS-B29","PS-B29","uncultured_organism","Zotu2051",0.000107,"8"
"202",202,"Zotu206","Zotu206",NA,13,"other","Bacteria","Chloroflexi",NA,NA,NA,NA,NA,"Zotu206",0.001109,"13"
"203",203,"Zotu1254","Zotu1254",NA,13,"diff","Bacteria","Chloroflexi","NLS2-31","NLS2-31","NLS2-31","NLS2-31","uncultured_bacterium","Zotu1254",0.00018,"13"
"204",204,"Zotu2099","Zotu2099",NA,8,"other","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu2099",0.000122,"8"
"205",205,"Zotu21","Zotu21",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu21",0.003002,"1"
"206",206,"Zotu211","Zotu211",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu211",0.000754,"0"
"207",207,"Zotu2116","Zotu2116",NA,10,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","uncultured_bacterium","Zotu2116",0.00011,"other"
"208",208,"Zotu1608","Zotu1608",NA,10,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","uncultured_bacterium","Zotu1608",0.000169,"other"
"209",209,"Zotu212","Zotu212",NA,1,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu212",0.000664,"1"
"210",210,"Zotu213","Zotu213",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured","uncultured_bacterium","Zotu213",0.000808,"1"
"211",211,"Zotu2135","Zotu2135",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu2135",0.000698,"8"
"212",212,"Zotu2136","Zotu2136",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu2136",0.000361,"0"
"213",213,"Zotu2152","Zotu2152",NA,8,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales",NA,NA,NA,"Zotu2152",0.000158,"8"
"214",214,"Zotu1177","Zotu1177",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,"Zotu1177",0.000298,"8"
"215",215,"Zotu216","Zotu216",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,"Zotu216",0.00103,"13"
"216",216,"Zotu217","Zotu217",NA,13,"other","Bacteria","Chloroflexi","Dehalococcoidia","S085","S085","S085","uncultured_bacterium","Zotu217",0.000809,"13"
"217",217,"Zotu2170","Zotu2170",NA,1,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu2170",0.000131,"1"
"218",218,"Zotu22","Zotu22",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu22",0.004559,"1"
"219",219,"Zotu221","Zotu221",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA,"Zotu221",0.001353,"other"
"220",220,"Zotu109","Zotu109",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA,"Zotu109",0.002836,"other"
"221",221,"Zotu166","Zotu166",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured",NA,"Zotu166",0.001485,"other"
"222",222,"Zotu222","Zotu222",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Zotu222",0.001196,"0"
"223",223,"Zotu2221","Zotu2221",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu2221",0.000177,"1"
"224",224,"Zotu223","Zotu223",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured_bacterium","Zotu223",0.000985,"0"
"225",225,"Zotu2230","Zotu2230",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu2230",0.000393,"8"
"226",226,"Zotu2231","Zotu2231",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu2231",0.000163,"6"
"227",227,"Zotu2235","Zotu2235",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","uncultured_bacterium","Zotu2235",0.000108,"8"
"228",228,"Zotu2256","Zotu2256",NA,1,"diff","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu2256",0.000112,"1"
"229",229,"Zotu1174","Zotu1174",NA,0,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","uncultured_Acidobacterium","Zotu1174",0.000164,"0"
"230",230,"Zotu228","Zotu228",NA,0,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_proteobacterium","Zotu228",0.001016,"0"
"231",231,"Zotu2260","Zotu2260",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae",NA,NA,"Zotu2260",0.000113,"0"
"232",232,"Zotu229","Zotu229",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Gammaproteobacteria","Gammaproteobacteria","uncultured_bacterium","Zotu229",0.001066,"0"
"233",233,"Zotu23","Zotu23",NA,11,"other","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured_bacterium","Zotu23",0.001063,"11"
"234",234,"Zotu230","Zotu230",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured",NA,"Zotu230",0.00022,"other"
"235",235,"Zotu15","Zotu15",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu15",0.002078,"other"
"236",236,"Zotu231","Zotu231",NA,8,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","uncultured_bacterium","Zotu231",0.000523,"8"
"237",237,"Zotu1385","Zotu1385",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1385",0.000287,"8"
"238",238,"Zotu233","Zotu233",NA,0,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26",NA,"Zotu233",0.001081,"0"
"239",239,"Zotu2335","Zotu2335",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu2335",0.000101,"8"
"240",240,"Zotu236","Zotu236",NA,20,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","uncultured_bacterium","Zotu236",0.001107,"20"
"241",241,"Zotu107","Zotu107",NA,20,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu107",0.002254,"20"
"242",242,"Zotu237","Zotu237",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_13",NA,"Zotu237",0.00019,"6"
"243",243,"Zotu2376","Zotu2376",NA,0,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_bacterium","Zotu2376",1e-04,"0"
"244",244,"Zotu239","Zotu239",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","KF-JG30-C25","KF-JG30-C25","KF-JG30-C25",NA,"Zotu239",0.000765,"1"
"245",245,"Zotu240","Zotu240",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured","uncultured_soil","Zotu240",0.001036,"other"
"246",246,"Zotu241","Zotu241",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu241",0.000576,"6"
"247",247,"Zotu242","Zotu242",NA,0,"other","Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium","Zotu242",0.00109,"0"
"248",248,"Zotu1393","Zotu1393",NA,0,"other","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","GWC2-45-44","GWC2-45-44","uncultured_soil","Zotu1393",0.000138,"0"
"249",249,"Zotu244","Zotu244",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu244",0.000332,"13"
"250",250,"Zotu1809","Zotu1809",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1809",0.000131,"13"
"251",251,"Zotu251","Zotu251",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu251",0.000786,"13"
"252",252,"Zotu252","Zotu252",NA,0,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_Chlorobi","Zotu252",0.000941,"0"
"253",253,"Zotu253","Zotu253",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu253",0.001483,"6"
"254",254,"Zotu255","Zotu255",NA,0,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured_Spirochaetes","Zotu255",0.000896,"0"
"255",255,"Zotu256","Zotu256",NA,35,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Zotu256",0.000862,"other"
"256",256,"Zotu1132","Zotu1132",NA,35,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Zotu1132",0.000186,"other"
"257",257,"Zotu257","Zotu257",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA,"Zotu257",0.000883,"13"
"258",258,"Zotu2589","Zotu2589",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu2589",0.00011,"13"
"259",259,"Zotu259","Zotu259",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA,"Zotu259",6e-04,"13"
"260",260,"Zotu26","Zotu26",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis","uncultured_bacterium","Zotu26",0.006809,"1"
"261",261,"Zotu260","Zotu260",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu260",0.000817,"0"
"262",262,"Zotu2600","Zotu2600",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17","uncultured_Bacteroidales","Zotu2600",0.000103,"13"
"263",263,"Zotu265","Zotu265",NA,14,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu265",0.001139,"14"
"264",264,"Zotu163","Zotu163",NA,14,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured_Verrucomicrobia","Zotu163",0.001817,"14"
"265",265,"Zotu27","Zotu27",NA,1,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,NA,"Zotu27",0.001004,"1"
"266",266,"Zotu270","Zotu270",NA,0,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu270",0.000995,"0"
"267",267,"Zotu219","Zotu219",NA,0,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geotalea","uncultured_bacterium","Zotu219",0.001285,"0"
"268",268,"Zotu272","Zotu272",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu272",0.000989,"0"
"269",269,"Zotu273","Zotu273",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu273",0.000581,"1"
"270",270,"Zotu2748","Zotu2748",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu2748",0.000146,"8"
"271",271,"Zotu276","Zotu276",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Clostridium_saccharoperbutylacetonicum","Zotu276",0.001299,"6"
"272",272,"Zotu1190","Zotu1190",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_3","Clostridium_hveragerdense","Zotu1190",0.000237,"6"
"273",273,"Zotu1530","Zotu1530",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_8","uncultured_bacterium","Zotu1530",0.000158,"6"
"274",274,"Zotu2768","Zotu2768",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu2768",0.00022,"1"
"275",275,"Zotu2774","Zotu2774",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu2774",0.000125,"1"
"276",276,"Zotu279","Zotu279",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu279",0.000743,"1"
"277",277,"Zotu28","Zotu28",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu28",0.00212,"1"
"278",278,"Zotu282","Zotu282",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_soil","Zotu282",0.000704,"0"
"279",279,"Zotu283","Zotu283",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu283",0.00089,"21"
"280",280,"Zotu1423","Zotu1423",NA,21,"other","Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured",NA,"Zotu1423",0.000153,"21"
"281",281,"Zotu1442","Zotu1442",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_bacterium","Zotu1442",0.00013,"21"
"282",282,"Zotu1810","Zotu1810",NA,21,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_bacterium","Zotu1810",0.000115,"21"
"283",283,"Zotu285","Zotu285",NA,15,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA,"Zotu285",0.000657,"15"
"284",284,"Zotu1381","Zotu1381",NA,15,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus","uncultured_bacterium","Zotu1381",0.000127,"15"
"285",285,"Zotu168","Zotu168",NA,15,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA,"Zotu168",0.001177,"15"
"286",286,"Zotu2888","Zotu2888",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu2888",0.000152,"8"
