"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"2426",2426,"ko00051","LinDA","Defoliation","Intact",0.222168973217165,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0241222133821156,0.00712003504647799,0.00700197605980214,"Fructose and mannose metabolism","Carbohydrate metabolism","Metabolism"
"2427",2427,"ko00401","LinDA","Defoliation","Intact",0.578465521481941,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0143250953249145,0.0025809531731676,0.00260670814223194,"Novobiocin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2428",2428,"ko00400","LinDA","Defoliation","Intact",0.937149690174185,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00191207133504704,0.014062751674832,0.0140441259965967,"Phenylalanine, tyrosine and tryptophan biosynthesis","Amino acid metabolism","Metabolism"
"2429",2429,"ko04020","LinDA","Defoliation","Intact",0.711891818848255,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0857475619438018,9.4250679544645e-06,1.00022355612298e-05,"Calcium signaling pathway","Signal transduction","Environmental Information Processing"
"2430",2430,"ko00350","LinDA","Defoliation","Intact",0.551250154248987,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0334576363731547,0.00461157830566772,0.00450586146848996,"Tyrosine metabolism","Amino acid metabolism","Metabolism"
"2431",2431,"ko00480","LinDA","Defoliation","Intact",0.700995411619442,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.021403248766544,0.00721257114514588,0.00732037164213524,"Glutathione metabolism","Metabolism of other amino acids","Metabolism"
"2432",2432,"ko00643","LinDA","Defoliation","Intact",0.3799301466917,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0789359336504251,0.00119931108273076,0.00113545457159114,"Styrene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2433",2433,"ko00642","LinDA","Defoliation","Intact",0.986181718392876,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00564445485374993,0.000657158632605983,0.000654592563287776,"Ethylbenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2434",2434,"ko00640","LinDA","Defoliation","Intact",0.324597340492257,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0364276066275047,0.0119592874808879,0.0116610995644292,"Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"2435",2435,"ko00720","LinDA","Defoliation","Intact",0.202835552889688,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0321439939020198,0.0194165199049976,0.018988693564064,"Carbon fixation pathways in prokaryotes","Energy metabolism","Metabolism"
"2436",2436,"ko00960","LinDA","Defoliation","Intact",0.825663708254624,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00494214692105075,0.00225801216971042,0.00226576055969207,"Tropane, piperidine and pyridine alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2437",2437,"ko02020","LinDA","Defoliation","Intact",0.735739814812214,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0170301904319622,0.0396975187701712,0.0401689020226543,"Two-component system","Signal transduction","Environmental Information Processing"
"2438",2438,"ko00120","LinDA","Defoliation","Intact",0.70581565751204,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.131063066698594,7.78051219946746e-05,7.10483953342355e-05,"Primary bile acid biosynthesis","Lipid metabolism","Metabolism"
"2439",2439,"ko00965","LinDA","Defoliation","Intact",0.344163348751705,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0977151504881656,3.41383875582313e-05,3.19027274109475e-05,"Betalain biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2442",2442,"ko00290","LinDA","Defoliation","Intact",0.859145364619646,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00232276022561363,0.0116575725008943,0.0116763564811892,"Valine, leucine and isoleucine biosynthesis","Amino acid metabolism","Metabolism"
"2447",2447,"ko00980","LinDA","Defoliation","Intact",0.953850850159693,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.016935912450709,0.00224860235314685,0.00222236016126756,"Metabolism of xenobiotics by cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"2448",2448,"ko00410","LinDA","Defoliation","Intact",0.67385663773687,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0216233570956649,0.00435253169525234,0.00428778166891681,"beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"2449",2449,"ko00983","LinDA","Defoliation","Intact",0.922304032490207,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00497211958343508,0.0032547255480723,0.00324352773442928,"Drug metabolism - other enzymes","Xenobiotics biodegradation and metabolism","Metabolism"
"2451",2451,"ko00791","LinDA","Defoliation","Intact",0.523296356960497,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.094654067715752,0.000496316062818799,0.000464798392494714,"Atrazine degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2452",2452,"ko00790","LinDA","Defoliation","Intact",0.215279742528456,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0351711462362598,0.00544535905341551,0.00557974165491642,"Folate biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"2454",2454,"ko00020","LinDA","Defoliation","Intact",0.563967325805195,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0162683711512145,0.015163545779265,0.0149935164009538,"Citrate cycle (TCA cycle)","Carbohydrate metabolism","Metabolism"
"2455",2455,"ko00710","LinDA","Defoliation","Intact",0.458494621575709,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0165324429030348,0.00956879570417837,0.00967907920195107,"Carbon fixation in photosynthetic organisms","Energy metabolism","Metabolism"
"2456",2456,"ko02060","LinDA","Defoliation","Intact",0.651590738426163,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0474432543284939,0.00228183385444232,0.00220801579919572,"Phosphotransferase system (PTS)","Membrane transport","Environmental Information Processing"
"2457",2457,"ko00340","LinDA","Defoliation","Intact",0.748291660858517,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00507190199385595,0.00886707316322053,0.0088983008796381,"Histidine metabolism","Amino acid metabolism","Metabolism"
"2458",2458,"ko00785","LinDA","Defoliation","Intact",0.83933009124439,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",3.64099628170788e-05,0.00152233631736101,0.00152237473775242,"Lipoic acid metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2459",2459,"ko00550","LinDA","Defoliation","Intact",0.646234509668731,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00966446886484193,0.011593622182334,0.0116715474055848,"Peptidoglycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2460",2460,"ko00650","LinDA","Defoliation","Intact",0.393888299360217,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0405481830534543,0.0121018323648112,0.0117664353623302,"Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"2468",2468,"ko00522","LinDA","Defoliation","Intact",0.424265564738554,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.655921021353944,1.52864135003596e-08,2.40856019859391e-08,"Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism of terpenoids and polyketides","Metabolism"
"2472",2472,"ko00910","LinDA","Defoliation","Intact",0.710181656211316,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0121851493838037,0.0122803296325119,0.0123844898029525,"Nitrogen metabolism","Energy metabolism","Metabolism"
"2474",2474,"ko00460","LinDA","Defoliation","Intact",0.434619510477602,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0270103133412588,0.00290860801683399,0.00285465929424721,"Cyanoamino acid metabolism","Metabolism of other amino acids","Metabolism"
"2476",2476,"ko00830","LinDA","Defoliation","Intact",0.238194655189557,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0520185276322976,0.000601316630590754,0.000580021481326258,"Retinol metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2477",2477,"ko00780","LinDA","Defoliation","Intact",0.38231074859365,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0302003590583314,0.00285901513536514,0.00291949454712247,"Biotin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2478",2478,"ko00511","LinDA","Defoliation","Intact",0.934901017599898,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0142234168748986,0.000986749649486272,0.000996526049821483,"Other glycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"2480",2480,"ko00030","LinDA","Defoliation","Intact",0.781099946226647,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00229753888363531,0.0108335025286526,0.0108507689796392,"Pentose phosphate pathway","Carbohydrate metabolism","Metabolism"
"2482",2482,"ko00232","LinDA","Defoliation","Intact",0.55175189174158,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.110883193532953,1.12629161483994e-06,1.04296968062226e-06,"Caffeine metabolism","Biosynthesis of other secondary metabolites","Metabolism"
"2483",2483,"ko00230","LinDA","Defoliation","Intact",0.636747156023379,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0102915802910015,0.0354018661634056,0.0356553111130744,"Purine metabolism","Nucleotide metabolism","Metabolism"
"2485",2485,"ko00540","LinDA","Defoliation","Intact",0.270535277587722,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0427579760602676,0.0100067887147683,0.0103078042725686,"Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2488",2488,"ko00660","LinDA","Defoliation","Intact",0.863790247451165,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00281758111766391,0.00455766956401699,0.00456657938301754,"C5-Branched dibasic acid metabolism","Carbohydrate metabolism","Metabolism"
"2490",2490,"ko04512","LinDA","Defoliation","Intact",0.466472894449549,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.243476619471133,2.71420200108706e-07,3.21318648830361e-07,"ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"2491",2491,"ko00982","LinDA","Defoliation","Intact",0.967305302963409,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0148502902986226,0.00231384609750963,0.00229015083090589,"Drug metabolism - cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"2492",2492,"ko04630","LinDA","Defoliation","Intact",0.169456290856973,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.13230352847498,2.64262208592856e-08,5.79285138133333e-08,"Jak-STAT signaling pathway","Signal transduction","Environmental Information Processing"
"2494",2494,"ko00140","LinDA","Defoliation","Intact",0.335502888703588,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.119917622121891,0.000223810853884159,0.000205959743784386,"Steroid hormone biosynthesis","Lipid metabolism","Metabolism"
"2496",2496,"ko00860","LinDA","Defoliation","Intact",0.758734834390899,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0112195884258045,0.0133884981685522,0.0134930241035474,"Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2498",2498,"ko00330","LinDA","Defoliation","Intact",0.252683381160932,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0277224979161115,0.0166122196694293,0.0162960505018207,"Arginine and proline metabolism","Amino acid metabolism","Metabolism"
"2499",2499,"ko04080","LinDA","Defoliation","Intact",0.0435187284358303,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.381512974384315,5.12606942682823e-07,6.67776809662432e-07,"Neuroactive ligand-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"2500",2500,"ko04514","LinDA","Defoliation","Intact",0.447366523484291,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0774623751077974,3.21467280427359e-08,3.39199555606302e-08,"Cell adhesion molecules (CAMs)","Signaling molecules and interaction","Environmental Information Processing"
"2501",2501,"ko00908","LinDA","Defoliation","Intact",0.515053395325855,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00778928774743571,0.000795988407754845,0.00080029766959701,"Zeatin biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2505",2505,"ko00906","LinDA","Defoliation","Intact",0.437059456018546,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.104380013522296,0.000596726561441795,0.000641500330666076,"Carotenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2506",2506,"ko00900","LinDA","Defoliation","Intact",0.59320724742766,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0112732360809507,0.00871928740529555,0.00878768690924782,"Terpenoid backbone biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2507",2507,"ko00901","LinDA","Defoliation","Intact",0.348570354560593,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0931986843568986,3.32670415966968e-05,3.11859215227443e-05,"Indole alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2509",2509,"ko00903","LinDA","Defoliation","Intact",0.669671358050352,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0310354373092277,0.0014680733438563,0.00143682923381111,"Limonene and pinene degradation","Metabolism of terpenoids and polyketides","Metabolism"
"2510",2510,"ko00471","LinDA","Defoliation","Intact",0.882013319245956,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00622139446294809,0.00237771770900081,0.00236748625360924,"D-Glutamine and D-glutamate metabolism","Metabolism of other amino acids","Metabolism"
"2511",2511,"ko00472","LinDA","Defoliation","Intact",0.174058477510976,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.243852823216647,0.000251285659938311,0.000297560116335852,"D-Arginine and D-ornithine metabolism","Metabolism of other amino acids","Metabolism"
"2512",2512,"ko00473","LinDA","Defoliation","Intact",0.358069790294161,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0316856780575686,0.0018492714511544,0.00189033599754413,"D-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"2517",2517,"ko00240","LinDA","Defoliation","Intact",0.668812280132158,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00707597472035999,0.0261432017197459,0.0262717410353635,"Pyrimidine metabolism","Nucleotide metabolism","Metabolism"
"2518",2518,"ko04012","LinDA","Defoliation","Intact",0.214625031913818,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08,"ErbB signaling pathway","Signal transduction","Environmental Information Processing"
"2519",2519,"ko04013","LinDA","Defoliation","Intact",0.214625031913818,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08,"MAPK signaling pathway - fly","Signal transduction","Environmental Information Processing"
"2520",2520,"ko04010","LinDA","Defoliation","Intact",0.214625031913818,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08,"MAPK signaling pathway","Signal transduction","Environmental Information Processing"
"2521",2521,"ko04011","LinDA","Defoliation","Intact",0.817126704616669,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0139644410765015,0.000685577218216037,0.000692245423320253,"MAPK signaling pathway - yeast","Signal transduction","Environmental Information Processing"
"2522",2522,"ko00944","LinDA","Defoliation","Intact",0.752060258571258,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0515606485450671,1.07961478170193e-05,1.1188970374201e-05,"Flavone and flavonol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2524",2524,"ko04070","LinDA","Defoliation","Intact",0.440998593794536,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0398114739499338,0.00205494413508601,0.00211244041435315,"Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing"
"2526",2526,"ko04310","LinDA","Defoliation","Intact",0.983376324088213,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0654302954361926,2.29761135010693e-06,2.19573581818739e-06,"Wnt signaling pathway","Signal transduction","Environmental Information Processing"
"2528",2528,"ko00770","LinDA","Defoliation","Intact",0.926526259843257,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00116495000598028,0.010159511498784,0.0101513111892745,"Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"2531",2531,"ko00670","LinDA","Defoliation","Intact",0.301625674682338,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0279909565623572,0.00833921438828981,0.00850259037023777,"One carbon pool by folate","Metabolism of cofactors and vitamins","Metabolism"
"2535",2535,"ko00930","LinDA","Defoliation","Intact",0.358823819786694,"BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0921566424721216,0.000901272360079774,0.000845501025700331,"Caprolactam degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2540",2540,"ko00564","LinDA","Defoliation","Intact",0.861905551285698,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00969179072249732,0.00934015985252313,0.00940311675819339,"Glycerophospholipid metabolism","Lipid metabolism","Metabolism"
"2541",2541,"ko00680","LinDA","Defoliation","Intact",0.739493903292633,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.000120401543904232,0.0151255331797989,0.0151242709161151,"Methane metabolism","Energy metabolism","Metabolism"
"2542",2542,"ko00562","LinDA","Defoliation","Intact",0.711425956636558,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00466769381068616,0.00235314337962317,0.00236076906631743,"Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism"
"2543",2543,"ko00563","LinDA","Defoliation","Intact",0.678767388771811,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.347878629712191,1.44374779280705e-07,1.13440839270494e-07,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2545",2545,"ko00561","LinDA","Defoliation","Intact",0.939395162263626,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0189035360476655,0.00463688313899554,0.00469803969692161,"Glycerolipid metabolism","Lipid metabolism","Metabolism"
"2546",2546,"ko00440","LinDA","Defoliation","Intact",0.616270989961726,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0252938898942175,0.000462210264362138,0.000454177239280701,"Phosphonate and phosphinate metabolism","Metabolism of other amino acids","Metabolism"
"2547",2547,"ko00250","LinDA","Defoliation","Intact",0.928189825202344,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0297013966292573,0.0143601822301166,0.0146588858315125,"Alanine, aspartate and glutamate metabolism","Amino acid metabolism","Metabolism"
"2549",2549,"ko00740","LinDA","Defoliation","Intact",0.876724975383079,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0118271111378356,0.00366024797369022,0.00369037775791717,"Riboflavin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2552",2552,"ko00010","LinDA","Defoliation","Intact",0.852719729871954,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0105358728546898,0.0147787965190692,0.0148871198044948,"Glycolysis / Gluconeogenesis","Carbohydrate metabolism","Metabolism"
"2554",2554,"ko00195","LinDA","Defoliation","Intact",0.626924804443836,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0618030880656349,0.00582160156240849,0.00607640988827481,"Photosynthesis","Energy metabolism","Metabolism"
"2557",2557,"ko00760","LinDA","Defoliation","Intact",0.900833572383066,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0149069569899556,0.00734224926763903,0.00741850793940017,"Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2558",2558,"ko00920","LinDA","Defoliation","Intact",0.856501023288639,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00760465065819547,0.00583946046275913,0.0058703223562689,"Sulfur metabolism","Energy metabolism","Metabolism"
"2559",2559,"ko00311","LinDA","Defoliation","Intact",0.253250901308252,"BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-0.0659126618651471,0.000314130155936412,0.000300101344809112,"Penicillin and cephalosporin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2560",2560,"ko00310","LinDA","Defoliation","Intact",0.0678857264267278,"BH",0.473809170541097,"Rhizosphere","Exp1","NIP","day5",-0.0977172623487212,0.0051564869897867,0.00481879109679642,"Lysine degradation","Amino acid metabolism","Metabolism"
"2562",2562,"ko00600","LinDA","Defoliation","Intact",0.666976187495138,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0526819814077884,0.00105579837054282,0.00109506486279839,"Sphingolipid metabolism","Lipid metabolism","Metabolism"
"2565",2565,"ko00604","LinDA","Defoliation","Intact",0.542533679212115,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0720116162215926,0.000189553916568265,0.000199255546257666,"Glycosphingolipid biosynthesis - ganglio series","Glycan biosynthesis and metabolism","Metabolism"
"2570",2570,"ko00909","LinDA","Defoliation","Intact",0.943718608526682,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00163887516767481,2.66098355627556e-05,2.66400810249351e-05,"Sesquiterpenoid and triterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2571",2571,"ko00513","LinDA","Defoliation","Intact",0.011395054049982,"BH",0.239228405178588,"Rhizosphere","Exp1","NIP","day5",-0.320179111868953,3.3184857739211e-06,2.6580089780403e-06,"Various types of N-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2573",2573,"ko00510","LinDA","Defoliation","Intact",0.148281939957538,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",0.173126246203874,0.000508749911482691,0.000573615053135699,"N-Glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2577",2577,"ko00450","LinDA","Defoliation","Intact",0.930881609650969,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0312667230200935,0.00736355073625006,0.00752487872557714,"Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"2578",2578,"ko01051","LinDA","Defoliation","Intact",0.924018330500898,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0297200398094704,0.00121389858464954,0.00123916468658382,"Biosynthesis of ansamycins","Metabolism of terpenoids and polyketides","Metabolism"
"2579",2579,"ko00565","LinDA","Defoliation","Intact",0.673299211191998,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0799621223545013,0.000157845299227378,0.000166840948470716,"Ether lipid metabolism","Lipid metabolism","Metabolism"
"2580",2580,"ko00524","LinDA","Defoliation","Intact",0.887912447525306,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0350246921406944,0.000866078834150082,0.000887362166141564,"Neomycin, kanamycin and gentamicin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2581",2581,"ko00300","LinDA","Defoliation","Intact",0.873566447858411,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0354614391952185,0.0101444853224038,0.0103969265293211,"Lysine biosynthesis","Amino acid metabolism","Metabolism"
"2582",2582,"ko00905","LinDA","Defoliation","Intact",0.411506440293471,"BH",0.91347287429159,"Rhizosphere","Exp1","NIP","day5",-0.724134235368185,1.15424017266459e-07,6.98731077578697e-08,"Brassinosteroid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2584",2584,"ko00514","LinDA","Defoliation","Intact",0.260792794342301,"BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-Inf,2.44805428776791e-08,0,"Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"2586",2586,"ko00260","LinDA","Defoliation","Intact",0.842503333878399,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0105749055612501,0.0137746460946439,0.0138759847324817,"Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism"
"2587",2587,"ko00190","LinDA","Defoliation","Intact",0.915151153616357,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0310377224318394,0.0263946923159938,0.0269686923628163,"Oxidative phosphorylation","Energy metabolism","Metabolism"
"2589",2589,"ko00750","LinDA","Defoliation","Intact",0.838099920683901,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0375125458881866,0.00308576319621557,0.00316705055837927,"Vitamin B6 metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2590",2590,"ko00950","LinDA","Defoliation","Intact",0.787924245407603,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0460889848792524,0.00103353535832649,0.00106708620574638,"Isoquinoline alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2592",2592,"ko00592","LinDA","Defoliation","Intact",0.228730438185409,"BH",0.686191314556227,"Rhizosphere","Exp1","NIP","day5",-0.0713899008863482,0.000612426061168004,0.000582858536941737,"alpha-Linolenic acid metabolism","Lipid metabolism","Metabolism"
"2593",2593,"ko00591","LinDA","Defoliation","Intact",0.00730175418147636,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.214447577036498,0.00033588908765399,0.00028949478290606,"Linoleic acid metabolism","Lipid metabolism","Metabolism"
"2594",2594,"ko00590","LinDA","Defoliation","Intact",0.0907093234799579,"BH",0.520066787951759,"Rhizosphere","Exp1","NIP","day5",-0.106681692809141,0.00114496121983506,0.00106335037293597,"Arachidonic acid metabolism","Lipid metabolism","Metabolism"
"2595",2595,"ko00062","LinDA","Defoliation","Intact",0.71407387802768,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0911934500167219,6.02558006752221e-05,6.41875538905301e-05,"Fatty acid elongation","Lipid metabolism","Metabolism"
"2596",2596,"ko00061","LinDA","Defoliation","Intact",0.839631275207003,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0375661097175223,0.00949446419715721,0.00974493590489549,"Fatty acid biosynthesis","Lipid metabolism","Metabolism"
"2598",2598,"ko03070","LinDA","Defoliation","Intact",0.64446329672448,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.00919539746399606,0.0169354590875147,0.0168278597416772,"Bacterial secretion system","Membrane transport","Environmental Information Processing"
"2599",2599,"ko00253","LinDA","Defoliation","Intact",0.809413227715628,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0423306670484012,0.00251087686483952,0.00258564094032286,"Tetracycline biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2601",2601,"ko04370","LinDA","Defoliation","Intact",0.119496745403142,"BH",0.611504442550979,"Rhizosphere","Exp1","NIP","day5",0.949379002216325,8.75279473853188e-08,1.69020079204269e-07,"VEGF signaling pathway","Signal transduction","Environmental Information Processing"
"2603",2603,"ko00380","LinDA","Defoliation","Intact",0.0266404389279278,"BH",0.327296821114542,"Rhizosphere","Exp1","NIP","day5",-0.115181446288595,0.00631353435538702,0.0058290727792857,"Tryptophan metabolism","Amino acid metabolism","Metabolism"
"2604",2604,"ko00500","LinDA","Defoliation","Intact",0.761887210410469,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0440000457377672,0.00930212285983926,0.00959019427006902,"Starch and sucrose metabolism","Carbohydrate metabolism","Metabolism"
